Filename,SomaScan_Symbol,SomaScan_Sequence_ID,Gene name,Biomart_Chromosome,Biomart_TranscriptStart,Biomart_TranscriptEnd
4217_49_HSD17B10_ERAB.txt.gz,HSD17B10,4217_49,HSD17B10,X,53431258,53434370
4220_39_FER_FER.txt.gz,FER,4220_39,FER,5,108747841,109196841
4224_7_SYNCRIP_HNRPQ.txt.gz,SYNCRIP,4224_7,SYNCRIP,6,85607779,85644063
4230_1_EIF4G2_IF4G2.txt.gz,EIF4G2,4230_1,EIF4G2,11,10797050,10808940
4232_19_IGF1R_IGF_I_sR.txt.gz,IGF1R,4232_19,IGF1R,15,98648539,98964530
4234_8_IL1RL1_IL_1_R4.txt.gz,IL1RL1,4234_8,IL1RL1,2,102311502,102352037
4237_70_LCMT1_LCMT1.txt.gz,LCMT1,4237_70,LCMT1,16,25111731,25178231
4240_31_PKM2_M2_PK.txt.gz,PKM2,4240_31,PKM2,15,72199029,72231819
4246_40_L1CAM_NCAM_L1.txt.gz,L1CAM,4246_40,L1CAM,X,153861514,153886173
4249_64_NME2_NDP_kinase_B.txt.gz,NME2,4249_64,NME2,17,51165435,51171744
4250_23_NSFL1C_NSF1C.txt.gz,NSFL1C,4250_23,NSFL1C,20,1442162,1473842
4254_6_NUDCD3_NUDC3.txt.gz,NUDCD3,4254_6,NUDCD3,7,44379119,44490658
4258_15_PA2G4_PA2G4.txt.gz,PA2G4,4258_15,PA2G4,12,56104537,56113910
4261_55_PON1_paraoxonase_1.txt.gz,PON1,4261_55,PON1,7,95297676,95324532
4267_81_PES1_PESC.txt.gz,PES1,4267_81,PES1,22,30576625,30607083
4271_75_PFDN5_PFD5.txt.gz,PFDN5,4271_75,PFDN5,12,53295291,53299452
4272_46_GPI_PHI.txt.gz,GPI,4272_46,GPI,19,34359480,34402413
4276_10_PEBP1_prostatic_binding_protein.txt.gz,PEBP1,4276_10,PEBP1,12,118136124,118145584
4278_14_P4HB_Protein_disulfide_isomerase.txt.gz,P4HB,4278_14,P4HB,17,81843159,81860856
4280_47_PSMA2_PSA2.txt.gz,PSMA2,4280_47,PSMA2,7,42916828,42932185
4282_3_RAN_RAN.txt.gz,RAN,4282_3,RAN,12,130872037,130877678
4284_18_RBM39_RBM39.txt.gz,RBM39,4284_18,RBM39,20,35701347,35742312
4292_5_NAPA_SNAA.txt.gz,NAPA,4292_5,NAPA,19,47487637,47515091
4294_16_SPHK1_Sphingosine_kinase_1.txt.gz,SPHK1,4294_16,SPHK1,17,76376584,76387860
4297_62_SPON1_Spondin_1.txt.gz,SPON1,4297_62,SPON1,11,13962723,14268133
4301_58_TK1_Thymidine_kinase.txt.gz,TK1,4301_58,TK1,17,78174091,78187233
4304_18_LCORL_transcription_factor_MLR1__isoform_CRA_b.txt.gz,LCORL,4304_18,LCORL,4,17841187,18021876
4306_4_TKT_Transketolase.txt.gz,TKT,4306_4,TKT,3,53224712,53256052
4309_59_TPI1_Triosephosphate_isomerase.txt.gz,TPI1,4309_59,TPI1,12,6867119,6870948
4314_12_DCTPP1_XTP3A.txt.gz,DCTPP1,4314_12,DCTPP1,16,30423615,30430030
4318_12_PTPN6_PTP_1C.txt.gz,PTPN6,4318_12,PTPN6,12,6946468,6961316
4322_28_AMN_AMNLS.txt.gz,AMN,4322_28,AMN,14,102922663,102933596
4324_33_CST2_CYTT.txt.gz,CST2,4324_33,CST2,20,23823769,23826729
4328_2_BOC_BOC.txt.gz,BOC,4328_2,BOC,3,113211003,113287459
4332_6_CLEC1B_CLC1B.txt.gz,CLEC1B,4332_6,CLEC1B,12,9985642,10013424
4337_49_CRP_CRP.txt.gz,CRP,4337_49,CRP,1,159712289,159714589
4342_10_ICAM1_sICAM_1.txt.gz,ICAM1,4342_10,ICAM1,19,10271093,10286615
4355_13_DAPK2_DAPK2.txt.gz,DAPK2,4355_13,DAPK2,15,63907036,64072033
4359_87_DYRK3_DYRK3.txt.gz,DYRK3,4359_87,DYRK3,1,206635536,206684419
4374_45_GDF15_MIC_1.txt.gz,GDF15,4374_45,GDF15,19,18374731,18389176
4389_2_DHH_DHH.txt.gz,DHH,4389_2,DHH,12,49086656,49094801
4392_54_FGF12_FGF_12.txt.gz,FGF12,4392_54,FGF12,3,192139390,192767764
4393_3_FGF16_FGF_16.txt.gz,FGF16,4393_3,FGF16,X,77447389,77457278
4394_71_FGF8_FGF_8A.txt.gz,FGF8,4394_71,FGF8,10,101770109,101780371
4396_54_IFNL1_IFN_lambda_1.txt.gz,IFNL1,4396_54,IFNL1,19,39296407,39298673
4397_26_IFNL2_IFN_lambda_2.txt.gz,IFNL2,4397_26,IFNL2,19,39268396,39270188
4407_10_MST1_MSP.txt.gz,MST1,4407_10,MST1,3,49683947,49689501
4413_3_SLPI_SLPI.txt.gz,SLPI,4413_3,SLPI,20,45252239,45254564
4420_7_ADAM12_ADAM12.txt.gz,ADAM12,4420_7,ADAM12,10,126012381,126388477
4423_77_BCL2L1_BCL2_like_1_protein.txt.gz,BCL2L1,4423_77,BCL2L1,20,31664452,31723989
4429_51_CHST6_CHST6.txt.gz,CHST6,4429_51,CHST6,16,75472052,75495445
4430_44_COLEC11_Collectin_Kidney_1.txt.gz,COLEC11,4430_44,COLEC11,2,3594832,3644644
4435_66_ENPP7_ENPP7.txt.gz,ENPP7,4435_66,ENPP7,17,79730943,79742219
4436_1_ENTPD3_ENTP3.txt.gz,ENTPD3,4436_1,ENTPD3,3,40387184,40428744
4437_56_ENTPD5_ENTP5.txt.gz,ENTPD5,4437_56,ENTPD5,14,73958010,74019399
4440_15_FCRL3_FCRL3.txt.gz,FCRL3,4440_15,FCRL3,1,157674321,157700769
4453_83_LRRTM3_LRRT3.txt.gz,LRRTM3,4453_83,LRRTM3,10,66926036,67101551
4455_89_MFGE8_MFGM.txt.gz,MFGE8,4455_89,MFGE8,15,88898683,88913468
4459_68_PCSK7_PCSK7.txt.gz,PCSK7,4459_68,PCSK7,11,117204337,117232525
4460_8_PDPK1_PDPK1.txt.gz,PDPK1,4460_8,PDPK1,16,2537979,2603188
4464_10_SIGLEC1_Sialoadhesin.txt.gz,SIGLEC1,4464_10,SIGLEC1,20,3686970,3712600
4467_49_SPARCL1_SPARCL1.txt.gz,SPARCL1,4467_49,SPARCL1,4,87473335,87531061
4468_21_SPHK2_SPHK2.txt.gz,SPHK2,4468_21,SPHK2,19,48619291,48630717
4469_78_CHST15_ST4S6.txt.gz,CHST15,4469_78,CHST15,10,124007668,124093598
4471_50_TGM3_TGM3.txt.gz,TGM3,4471_50,TGM3,20,2296001,2341079
4472_5_TPM2_Tropomyosin_2.txt.gz,TPM2,4472_5,TPM2,9,35681992,35690056
4474_19_RPS27A_Ubiquitin.txt.gz,RPS27A,4474_19,RPS27A,2,55231903,55235853
4476_22_ZAP70_ZAP70.txt.gz,ZAP70,4476_22,ZAP70,2,97713576,97739862
4479_14_SERPING1_C1_Esterase_Inhibitor.txt.gz,SERPING1,4479_14,SERPING1,11,57597387,57619171
4480_59_C3_C3b.txt.gz,C3,4480_59,C3,19,6677704,6730562
4487_1_FGF7_FGF7.txt.gz,FGF7,4487_1,FGF7,15,49423237,49488775
4493_92_IL11_IL_11.txt.gz,IL11,4493_92,IL11,19,55364382,55370463
4496_60_MMP12_MMP_12.txt.gz,MMP12,4496_60,MMP12,11,102862736,102874982
4498_62_NCAM1_NCAM_120.txt.gz,NCAM1,4498_62,NCAM1,11,112961275,113278436
4499_21_PDGFA_PDGF_AA.txt.gz,PDGFA,4499_21,PDGFA,7,497258,520296
4500_50_CLEC11A_SCGF_alpha.txt.gz,CLEC11A,4500_50,CLEC11A,19,50723364,50725708
4533_76_ADAMTS15_ATS15.txt.gz,ADAMTS15,4533_76,ADAMTS15,11,130448645,130476645
4534_10_PRSS22_BSSP4.txt.gz,PRSS22,4534_10,PRSS22,16,2852730,2858170
4535_50_BST1_BST1.txt.gz,BST1,4535_50,BST1,4,15703065,15738313
4540_11_CBX5_CBX5.txt.gz,CBX5,4540_11,CBX5,12,54230942,54280133
4541_49_CDON_CDON.txt.gz,CDON,4541_49,CDON,11,125955796,126063335
4542_24_CLU_Clusterin.txt.gz,CLU,4542_24,CLU,8,27596917,27614700
4543_65_COL23A1_CONA1.txt.gz,COL23A1,4543_65,COL23A1,5,178237476,178590393
4544_4_PPBP_CTAP_III.txt.gz,PPBP,4544_4,PPBP,4,73986439,73988190
4545_53_DNAJC19_DnaJ_homolog.txt.gz,DNAJC19,4545_53,DNAJC19,3,180983697,180989774
4546_27_ADGRE2_EMR2.txt.gz,ADGRE2,4546_27,ADGRE2,19,14732392,14778560
4547_59_FLRT1_FLRT1.txt.gz,FLRT1,4547_59,FLRT1,11,64035931,64119173
4548_4_FUT3_Fucosyltransferase_3.txt.gz,FUT3,4548_4,FUT3,19,5842888,5851471
4549_78_FUT5_FUT5.txt.gz,FUT5,4549_78,FUT5,19,5865826,5870540
4551_72_ADGRG5_GP114.txt.gz,ADGRG5,4551_72,ADGRG5,16,57542643,57591681
4553_65_HDGFRP2_HDGR2.txt.gz,HDGFRP2,4553_65,HDGFRP2,19,4472297,4502208
4556_10_IL34_IL_34.txt.gz,IL34,4556_10,IL34,16,70579895,70660682
4557_61_KIRREL3_KIRR3.txt.gz,KIRREL3,4557_61,KIRREL3,11,126423358,127003460
4559_64_KYNU_KYNU.txt.gz,KYNU,4559_64,KYNU,2,142877657,143055833
4560_34_LCK_LCK.txt.gz,LCK,4560_34,LCK,1,32251244,32286165
4562_1_NXPH1_NXPH1.txt.gz,NXPH1,4562_1,NXPH1,7,8433609,8752961
4563_61_PLCG1_PLCG1.txt.gz,PLCG1,4563_61,PLCG1,20,41136960,41196801
4564_2_PLXNC1_PLXC1.txt.gz,PLXNC1,4564_2,PLXNC1,12,94148577,94307675
4566_24_RSPO2_RSPO2.txt.gz,RSPO2,4566_24,RSPO2,8,107899316,108083642
4567_82_SH2D1A_SH21A.txt.gz,SH2D1A,4567_82,SH2D1A,X,124227868,124373197
4568_17_SLITRK5_SLIK5.txt.gz,SLITRK5,4568_17,SLITRK5,13,87671371,87696272
4569_52_SORCS2_SORC2.txt.gz,SORCS2,4569_52,SORCS2,4,7192538,7742836
4588_1_PPY_PH.txt.gz,PPY,4588_1,PPY,17,43940804,43942476
4673_13_IL6_IL_6.txt.gz,IL6,4673_13,IL6,7,22725884,22732002
4693_72_HIBADH_3HIDH.txt.gz,HIBADH,4693_72,HIBADH,7,27525442,27662883
4697_59_CSF2_GM_CSF.txt.gz,CSF2,4697_59,CSF2,5,132073789,132076170
4703_87_LTA_TNF_b.txt.gz,LTA,4703_87,LTA,6,31572054,31574324
4706_17_EPB41_41.txt.gz,EPB41,4706_17,EPB41,1,28887091,29120046
4708_3_HSD17B1_17_beta_HSD_1.txt.gz,HSD17B1,4708_3,HSD17B1,17,42552922,42555214
4712_28_APOD_Apo_D.txt.gz,APOD,4712_28,APOD,3,195568705,195584033
4717_55_IL3_IL_3.txt.gz,IL3,4717_55,IL3,5,132060655,132063204
4718_5_PPIB_PPIB.txt.gz,PPIB,4718_5,PPIB,15,64155740,64163134
4719_58_PDIA3_Protein_disulfide_isomerase_A3.txt.gz,PDIA3,4719_58,PDIA3,15,43746394,43773279
4721_54_TFF3_TFF3.txt.gz,TFF3,4721_54,TFF3,21,42311667,42315409
4763_31_AFM_Afamin.txt.gz,AFM,4763_31,AFM,4,73481745,73504001
4769_10_OLFM4_Olfactomedin_4.txt.gz,OLFM4,4769_10,OLFM4,13,53028813,53052057
4771_10_SMPDL3A_ASM3A.txt.gz,SMPDL3A,4771_10,SMPDL3A,6,122789049,122809720
4775_34_GSN_Gelsolin.txt.gz,GSN,4775_34,GSN,9,121207794,121332843
4785_30_SERPINA6_CBG.txt.gz,SERPINA6,4785_30,SERPINA6,14,94304248,94323389
4801_13_LPO_PERL.txt.gz,LPO,4801_13,LPO,17,58218548,58268518
4807_13_COL8A1_CO8A1.txt.gz,COL8A1,4807_13,COL8A1,3,99638475,99799226
4811_33_ITIH4_ITI_heavy_chain_H4.txt.gz,ITIH4,4811_33,ITIH4,3,52812962,52830688
4829_43_SFN_STRATIFIN.txt.gz,SFN,4829_43,SFN,1,26863149,26864456
4831_4_SELL_sL_Selectin.txt.gz,SELL,4831_4,SELL,1,169690665,169711702
4832_75_TNFRSF10A_TRAIL_R1.txt.gz,TNFRSF10A,4832_75,TNFRSF10A,8,23190452,23225102
4834_61_EPHA2_Epithelial_cell_kinase.txt.gz,EPHA2,4834_61,EPHA2,1,16124337,16156069
4840_73_CSF3_G_CSF.txt.gz,CSF3,4840_73,CSF3,17,40015361,40017813
4842_62_GPC3_Glypican_3.txt.gz,GPC3,4842_62,GPC3,X,133535745,133987100
4851_25_IL1A_IL_1a.txt.gz,IL1A,4851_25,IL1A,2,112773925,112784493
4862_63_BMPR2_BMP_RII.txt.gz,BMPR2,4862_63,BMPR2,2,202376327,202567751
4866_59_NTRK2_TrkB.txt.gz,NTRK2,4866_59,NTRK2,9,84668375,85095751
4867_15_VEGFA_VEGF121.txt.gz,VEGFA,4867_15,VEGFA,6,43770184,43786487
4874_3_ANG_Angiogenin.txt.gz,ANG,4874_3,ANG,14,20684177,20698971
4876_32_F9_Coagulation_Factor_IX.txt.gz,F9,4876_32,F9,X,139530739,139563459
4878_3_F10_Coagulation_Factor_X.txt.gz,F10,4878_3,F10,13,113122799,113149529
4880_21_GDF2_GDF2.txt.gz,GDF2,4880_21,GDF2,10,47322454,47327588
4883_56_INS_Insulin.txt.gz,INS,4883_56,INS,11,2159779,2161221
4886_3_CCL7_MCP_3.txt.gz,CCL7,4886_3,CCL7,17,34270221,34272242
4889_82_WNT7A_WNT7A.txt.gz,WNT7A,4889_82,WNT7A,3,13816258,13880071
4890_10_POMC_ACTH.txt.gz,POMC,4890_10,POMC,2,25160853,25168903
4891_50_GCG_Glucagon.txt.gz,GCG,4891_50,GCG,2,162142882,162152404
4900_8_C3_C3a.txt.gz,C3,4900_8,C3,19,6677704,6730562
4904_7_CASP2_Caspase_2.txt.gz,CASP2,4904_7,CASP2,7,143288215,143307696
4905_63_COTL1_Coactosin_like_protein.txt.gz,COTL1,4905_63,COTL1,16,84565596,84618078
4906_35_F5_Coagulation_Factor_V.txt.gz,F5,4906_35,F5,1,169511951,169586588
4908_6_ENG_Endoglin.txt.gz,ENG,4908_6,ENG,9,127815013,127854658
4909_68_LGALS8_Galectin_8.txt.gz,LGALS8,4909_68,LGALS8,1,236518000,236552981
4910_21_PLA2G1B_GIB.txt.gz,PLA2G1B,4910_21,PLA2G1B,12,120322115,120327779
4911_49_GSTP1_Glutathione_S_transferase_Pi.txt.gz,GSTP1,4911_49,GSTP1,11,67583742,67586656
4912_17_GOT1_GOT1.txt.gz,GOT1,4912_17,GOT1,10,99396870,99430624
4913_78_CCL16_HCC_4.txt.gz,CCL16,4913_78,CCL16,17,35976493,35981497
4920_10_LYZ_Lysozyme.txt.gz,LYZ,4920_10,LYZ,12,69348381,69354234
4922_13_CCL19_MIP_3b.txt.gz,CCL19,4922_13,CCL19,9,34689570,34691276
4923_79_AMH_MIS.txt.gz,AMH,4923_79,AMH,19,2249309,2252073
4924_32_MMP1_MMP_1.txt.gz,MMP1,4924_32,MMP1,11,102789401,102798160
4925_54_MMP13_MMP_13.txt.gz,MMP13,4925_54,MMP13,11,102942995,102955732
4929_55_SHBG_SHBG.txt.gz,SHBG,4929_55,SHBG,17,7613946,7633382
4930_21_STC1_Stanniocalcin_1.txt.gz,STC1,4930_21,STC1,8,23841929,23854806
4931_59_F3_TF.txt.gz,F3,4931_59,F3,1,94529173,94541759
4956_2_EREG_EPI.txt.gz,EREG,4956_2,EREG,4,74365145,74388749
4959_2_AGR2_AGR2.txt.gz,AGR2,4959_2,AGR2,7,16791811,16833433
4960_72_ANXA1_annexin_I.txt.gz,ANXA1,4960_72,ANXA1,9,73151865,73170393
4961_17_ANXA2_annexin_II.txt.gz,ANXA2,4961_17,ANXA2,15,60347134,60402883
4962_52_CDNF_ARMEL.txt.gz,CDNF,4962_52,CDNF,10,14819245,14838575
4963_19_ARPP19_ARP19.txt.gz,ARPP19,4963_19,ARPP19,15,52547045,52569883
4964_67_ERAP1_ARTS1.txt.gz,ERAP1,4964_67,ERAP1,5,96760810,96808100
4965_27_ATP5B_ATP_synthase_beta_chain.txt.gz,ATP5B,4965_27,ATP5B,12,56638175,56645984
4967_1_C1QBP_C1QBP.txt.gz,C1QBP,4967_1,C1QBP,17,5432777,5448830
4968_50_CAPG_CAPG.txt.gz,CAPG,4968_50,CAPG,2,85394753,85418432
4969_2_CA1_Carbonic_anhydrase_I.txt.gz,CA1,4969_2,CA1,8,85327608,85379014
4970_55_CA2_carbonic_anhydrase_II.txt.gz,CA2,4970_55,CA2,8,85463968,85481493
4971_1_CTSZ_CATZ.txt.gz,CTSZ,4971_1,CTSZ,20,58985686,59008238
4973_18_BIRC3_cIAP_2.txt.gz,BIRC3,4973_18,BIRC3,11,102317484,102339403
4976_57_CRK_CRK.txt.gz,CRK,4976_57,CRK,17,1420689,1463162
4978_54_DBNL_DBNL.txt.gz,DBNL,4978_54,DBNL,7,44044640,44069456
4979_34_DPT_DERM.txt.gz,DPT,4979_34,DPT,1,168695468,168729206
4981_6_DSC3_DSC3.txt.gz,DSC3,4981_6,DSC3,18,30989365,31042815
4982_54_PI3_Elafin.txt.gz,PI3,4982_54,PI3,20,45174902,45176544
4984_83_ESD_Esterase_D.txt.gz,ESD,4984_83,ESD,13,46771256,46797420
4985_11_FABP5_FABPE.txt.gz,FABP5,4985_11,FABP5,8,81280536,81284777
4986_59_PTK2_FAK1.txt.gz,PTK2,4986_59,PTK2,8,140657900,141002216
4987_17_FCAR_FCAR.txt.gz,FCAR,4987_17,FCAR,19,54874235,54891420
4988_49_FGFR4_FGFR4.txt.gz,FGFR4,4988_49,FGFR4,5,177086905,177098144
4989_7_FGG_Fibrinogen_g_chain_dimer.txt.gz,FGG,4989_7,FGG,4,154604134,154612967
4990_87_GP1BA_GP1BA.txt.gz,GP1BA,4990_87,GP1BA,17,4932277,4935023
4991_12_GPC5_GPC5.txt.gz,GPC5,4991_12,GPC5,13,91398621,92873682
4992_49_GRN_GRN.txt.gz,GRN,4992_49,GRN,17,44345246,44353106
4993_16_GSTA3_GSTA3.txt.gz,GSTA3,4993_16,GSTA3,6,52896639,52909698
4995_16_HPGD_HPG_.txt.gz,HPGD,4995_16,HPGD,4,174490175,174523154
4996_66_HRG_HRG.txt.gz,HRG,4996_66,HRG,3,186660216,186678234
4997_19_EIF4A3_IF4A3.txt.gz,EIF4A3,4997_19,EIF4A3,17,80134369,80147151
5000_52_LGALS3BP_LG3BP.txt.gz,LGALS3BP,5000_52,LGALS3BP,17,78971238,78979947
5001_6_SCGB2A1_Mammaglobin_2.txt.gz,SCGB2A1,5001_6,SCGB2A1,11,62208673,62213943
5002_76_MMP14_MMP_14.txt.gz,MMP14,5002_76,MMP14,14,22836560,22849041
5004_69_MAPK11_MK11.txt.gz,MAPK11,5004_69,MAPK11,22,50263713,50270767
5005_4_MAPK12_MK12.txt.gz,MAPK12,5005_4,MAPK12,22,50245450,50261716
5006_71_MAPK13_MK13.txt.gz,MAPK13,5006_71,MAPK13,6,36127809,36144524
5007_1_MAPK14_MAPK14.txt.gz,MAPK14,5007_1,MAPK14,6,36027782,36111236
5008_51_SOD2_Mn_SOD.txt.gz,SOD2,5008_51,SOD2,6,159669069,159762529
5009_11_MSN_Moesin.txt.gz,MSN,5009_11,MSN,X,65588377,65741931
5011_11_NAMPT_PBEF.txt.gz,NAMPT,5011_11,NAMPT,7,106248298,106285966
5012_67_AK1_Myokinase__human.txt.gz,AK1,5012_67,AK1,9,127866486,127877675
5013_2_CLIC1_NCC27.txt.gz,CLIC1,5013_2,CLIC1,6,31730581,31739763
5014_49_NCK1_NCK1.txt.gz,NCK1,5014_49,NCK1,3,136862208,136951606
5015_15_PLA2G7_PAFAH.txt.gz,PLA2G7,5015_15,PLA2G7,6,46704201,46735693
5017_19_PRDX5_Peroxiredoxin_5.txt.gz,PRDX5,5017_19,PRDX5,11,64318121,64321811
5018_68_PRDX6_Peroxiredoxin_6.txt.gz,PRDX6,5018_68,PRDX6,1,173477330,173488815
5019_16_UCHL1_PGP9_5.txt.gz,UCHL1,5019_16,UCHL1,4,41256413,41268455
5020_50_PGK1_phosphoglycerate_kinase_1.txt.gz,PGK1,5020_50,PGK1,X,77910739,78129295
5021_13_PPA1_PPase.txt.gz,PPA1,5021_13,PPA1,10,70202835,70233911
5023_23_ADSL_PUR8.txt.gz,ADSL,5023_23,ADSL,22,40346461,40390463
5024_67_RB1_Rb.txt.gz,RB1,5024_67,RB1,13,48303744,48599436
5026_66_RPS3_RS3.txt.gz,RPS3,5026_66,RPS3,11,75399515,75422280
5028_59_CD163_sCD163.txt.gz,CD163,5028_59,CD163,12,7470811,7503893
5029_3_FAP_SEPR.txt.gz,FAP,5029_3,FAP,2,162170684,162245151
5030_52_SIRT2_SIRT2.txt.gz,SIRT2,5030_52,SIRT2,19,38878555,38899862
5031_10_SPTAN1_SPTA2.txt.gz,SPTAN1,5031_10,SPTAN1,9,128552558,128633662
5032_64_SSRP1_SSRP1.txt.gz,SSRP1,5032_64,SSRP1,11,57325986,57335892
5033_27_TPM1_Tropomyosin_1_alpha_chain.txt.gz,TPM1,5033_27,TPM1,15,63042620,63071915
5034_79_PRSS2_Trypsin_2.txt.gz,PRSS2,5034_79,PRSS2,7,142760398,142774564
5035_7_TYMS_TS.txt.gz,TYMS,5035_7,TYMS,18,657653,673578
5036_50_TNFAIP6_TSG_6.txt.gz,TNFAIP6,5036_50,TNFAIP6,2,151357592,151380046
5060_62_CD274_B7_H1.txt.gz,CD274,5060_62,CD274,9,5450503,5470566
5061_27_ICOSLG_B7_H2.txt.gz,ICOSLG,5061_27,ICOSLG,21,44215382,44241446
5062_60_CD226_CD226.txt.gz,CD226,5062_60,CD226,18,69831158,69961803
5063_12_CD244_CD244.txt.gz,CD244,5063_12,CD244,1,160830160,160862887
5065_8_CD83_CD83.txt.gz,CD83,5065_8,CD83,6,14117256,14136918
5066_134_CD300C_CLM6.txt.gz,CD300C,5066_134,CD300C,17,74541073,74546115
5069_9_CD55_DAF.txt.gz,CD55,5069_9,CD55,1,207321519,207386804
5070_76_TNFRSF6B_DcR3.txt.gz,TNFRSF6B,5070_76,TNFRSF6B,20,63696652,63698684
5076_53_EPHA10_EPHAA.txt.gz,EPHA10,5076_53,EPHA10,1,37713880,37765133
5078_82_EPHB6_EphB6.txt.gz,EPHB6,5078_82,EPHB6,7,142855061,142871094
5082_51_IL1RAPL2_IL_1_sR9.txt.gz,IL1RAPL2,5082_51,IL1RAPL2,X,104566199,105767829
5085_18_IL20RA_IL_20_Ra.txt.gz,IL20RA,5085_18,IL20RA,6,136999971,137045180
5087_5_IL22RA2_IL_22BP.txt.gz,IL22RA2,5087_5,IL22RA2,6,137143820,137173648
5088_175_IL23R_IL_23_R.txt.gz,IL23R,5088_175,IL23R,1,67138907,67259979
5089_11_IL7R_IL_7_Ra.txt.gz,IL7R,5089_11,IL7R,5,35852695,35879603
5090_49_LILRB1_ILT_2.txt.gz,LILRB1,5090_49,LILRB1,19,54617158,54638022
5091_28_LILRB2_ILT_4.txt.gz,LILRB2,5091_28,LILRB2,19,54273812,54281184
5092_51_JAG1_JAG1.txt.gz,JAG1,5092_51,JAG1,20,10637684,10673999
5093_47_JAG2_JAG2.txt.gz,JAG2,5093_47,JAG2,14,105140982,105168824
5094_62_AMICA1_JAML1.txt.gz,AMICA1,5094_62,AMICA1,11,118193725,118225092
5095_21_KIR2DL4_KI2L4.txt.gz,KIR2DL4,5095_21,KIR2DL4,19,54803610,54814517
5096_51_KIR3DL2_KI3L2.txt.gz,KIR3DL2,5096_51,KIR3DL2,19,54850443,54867207
5097_14_KIR3DS1_KI3S1.txt.gz,KIR3DS1,5097_14,KIR3DS1,HSCHR19LRC_COX2_CTG3_1,434354,448830
5098_79_KLRF1_KLRF1.txt.gz,KLRF1,5098_79,KLRF1,12,9827481,9845007
5100_53_SCARB2_LIMP_II.txt.gz,SCARB2,5100_53,SCARB2,4,76158737,76234536
5102_55_MICB_MICB.txt.gz,MICB,5102_55,MICB,6,31494881,31511124
5103_30_CD200R1_MO2R1.txt.gz,CD200R1,5103_30,CD200R1,3,112921205,112975103
5105_2_RTN4R_Nogo_Receptor.txt.gz,RTN4R,5105_2,RTN4R,22,20241415,20283246
5106_52_NOTCH2_NOTC2.txt.gz,NOTCH2,5106_52,NOTCH2,1,119911553,120100779
5107_7_NOTCH1_Notch_1.txt.gz,NOTCH1,5107_7,NOTCH1,9,136494433,136546048
5108_72_NOTCH3_Notch_3.txt.gz,NOTCH3,5108_72,NOTCH3,19,15159038,15200995
5109_24_NRCAM_Nr_CAM.txt.gz,NRCAM,5109_24,NRCAM,7,108147623,108456717
5110_84_NRXN1_NRX1B.txt.gz,NRXN1,5110_84,NRXN1,2,49918503,51225575
5111_15_NRXN3_NRX3B.txt.gz,NRXN3,5111_15,NRXN3,14,78170373,79868291
5112_73_CD200_OX2G.txt.gz,CD200,5112_73,CD200,3,112332347,112362812
5114_65_PRLR_Prolactin_Receptor.txt.gz,PRLR,5114_65,PRLR,5,35048756,35230487
5116_62_ROBO2_ROBO2.txt.gz,ROBO2,5116_62,ROBO2,3,75906695,77649964
5117_14_ROBO3_ROBO3.txt.gz,ROBO3,5117_14,ROBO3,11,124865432,124881471
5121_3_SEMA6B_SEM6B.txt.gz,SEMA6B,5121_3,SEMA6B,19,4542593,4581776
5124_69_ICAM5_sICAM_5.txt.gz,ICAM5,5124_69,ICAM5,19,10289952,10296778
5128_53_SLAMF6_SLAF6.txt.gz,SLAMF6,5128_53,SLAMF6,1,160485030,160523262
5129_12_SCARF1_SREC_I.txt.gz,SCARF1,5129_12,SCARF1,17,1633858,1645744
5131_15_TNFRSF19_TAJ.txt.gz,TNFRSF19,5131_15,TNFRSF19,13,23570370,23676104
5132_71_IL27RA_TCCR.txt.gz,IL27RA,5132_71,IL27RA,19,14031762,14053218
5133_17_TGFBR2_TGF_b_R_II.txt.gz,TGFBR2,5133_17,TGFBR2,3,30606601,30694142
5134_52_HAVCR2_TIMD3.txt.gz,HAVCR2,5134_52,HAVCR2,5,157085422,157142869
5138_50_TNFRSF12A_TWEAKR.txt.gz,TNFRSF12A,5138_50,TNFRSF12A,16,3018445,3022383
5139_32_UNC5C_UNC5H3.txt.gz,UNC5C,5139_32,UNC5C,4,95162504,95549206
5178_5_PDE7A_PDE7A.txt.gz,PDE7A,5178_5,PDE7A,8,65714334,65842322
5196_7_NMT1_NMT1.txt.gz,NMT1,5196_7,NMT1,17,44957992,45109016
5201_50_PDE9A_PDE9A.txt.gz,PDE9A,5201_50,PDE9A,21,42653621,42775509
5202_4_PPID_PPID.txt.gz,PPID,5202_4,PPID,4,158709127,158723396
5204_13_PSME3_PSME3.txt.gz,PSME3,5204_13,PSME3,17,42824385,42843760
5223_59_GCKR_GCKR.txt.gz,GCKR,5223_59,GCKR,2,27496839,27523684
5224_20_CSNK2A1_CSK21.txt.gz,CSNK2A1,5224_20,CSNK2A1,20,472498,543835
5227_60_PDK1_PDK1.txt.gz,PDK1,5227_60,PDK1,2,172555373,172608669
5228_25_KIF23_KIF23.txt.gz,KIF23,5228_25,KIF23,15,69414246,69448427
5229_90_IMPDH1_IMDH1.txt.gz,IMPDH1,5229_90,IMPDH1,7,128392277,128409986
5230_99_HMGCR_HMGR.txt.gz,HMGCR,5230_99,HMGCR,5,75336329,75364001
5231_79_PCSK9_PCSK9.txt.gz,PCSK9,5231_79,PCSK9,1,55039447,55064852
5236_2_NR1D1_NR1D1.txt.gz,NR1D1,5236_2,NR1D1,17,40092793,40100589
